,id,track_name,size_bytes,currency,price,rating_count_tot,user_rating,version_num,cont_rating,prime_genre,sup_devices_num,screenshot_num,lang_num,size_Megabytes
78,1025601254,My Challenge Tracker,78232576,USD,0.0,3682,5.0,1.12.1,4+,Health & Fitness,37,0,1,74.61
79,570180361,"Runtastic Push Ups PRO: Workouts, Trainer, Counter",45799424,USD,1.99,3434,5.0,2.4.1,4+,Health & Fitness,37,5,15,43.68
80,416981420,Bodyweight Training: You Are Your Own Gym,425657344,USD,4.99,3326,5.0,4.5.3,9+,Health & Fitness,38,5,5,405.94
81,482361332,Deluxe Moon Pro - Moon Phases Calendar,79185920,USD,2.99,3312,5.0,3.95,4+,Weather,38,0,21,75.52
82,453571750,Knots 3D,75027456,USD,1.99,3196,5.0,5.0.0,4+,Reference,37,5,19,71.55
83,1034383306,Sea Hero Quest,360306688,USD,0.0,2908,5.0,1.3.0,4+,Games,37,5,17,343.62
84,986540048,Ab & Core Sworkit - Free Workout Trainer,59845632,USD,0.0,2901,5.0,1.3.1,4+,Health & Fitness,37,5,12,57.07
85,1100578622,Solitaire ∞,67928064,USD,0.0,2865,5.0,1.0.97,4+,Games,40,2,14,64.78
86,941057494,Love You To Bits,370935808,USD,3.99,2833,5.0,1.3.0,9+,Games,38,5,11,353.75
87,960161732,Skiing Yeti Mountain,73926656,USD,0.0,2830,5.0,1.1.1,9+,Games,38,5,1,70.5
88,1145541321,Flow Free: Hexes,20476928,USD,0.0,2791,5.0,1.3,4+,Games,38,5,11,19.53
89,1115911787,Slots: VIP Deluxe Slots Machines - Free Slot Games,169353216,USD,0.0,2732,5.0,1.112,12+,Games,40,5,10,161.51
90,575590994,Infect Them All 2 : Zombies,42951284,USD,0.99,2630,5.0,1.3,12+,Games,43,5,2,40.96
91,1093360165,Simple Habit,134466560,USD,0.0,2494,5.0,3.2,4+,Health & Fitness,37,0,1,128.24
92,1024488164,OPUS: The Day We Found Earth,245289984,USD,0.0,2491,5.0,1.7.1,4+,Games,40,5,1,233.93
93,1066018502,Meditation Studio – Guided Meditations and Courses,107767808,USD,3.99,2491,5.0,1.3.1,4+,Health & Fitness,37,5,1,102.78
94,1126835894,Epic Jackpot Slots: Slot Machines & Bonus Games,181364736,USD,0.0,2291,5.0,1.111,12+,Games,40,5,10,172.96
95,995014054,Pinchworm,100635648,USD,0.0,2288,5.0,1.0.5,4+,Games,37,5,11,95.97
96,634158738,e-Sword LT: Bible Study on the Go,18964480,USD,1.99,2152,5.0,6.0,4+,Reference,37,0,3,18.09
97,992421775,Patternator Pattern Maker Backgrounds & Wallpapers,47943680,USD,0.0,2092,5.0,2.1,4+,Photo & Video,37,5,12,45.72
98,592331499,BeautyCam - AR Carnie selfie,161335296,USD,0.0,2082,5.0,6.0.1,4+,Photo & Video,37,0,6,153.86
99,897062509,Memorado Brain Training for Memory & Mindfulness,149256192,USD,0.0,2067,5.0,5.1.0,4+,Education,37,5,26,142.34
100,1096825045,Coin Dozer: Casino,151451648,USD,0.0,2024,5.0,1.6,12+,Games,37,5,1,144.44
101,702871560,100 PICS Coloring - free color in book game app,269298688,USD,0.0,1929,5.0,1.96,4+,Games,37,5,1,256.82
102,977865620,A Noble Circle,79404032,USD,0.99,1886,5.0,7.3,9+,Games,37,3,1,75.73
103,866450515,"Forest: Stay focused, be present",57554944,USD,1.99,1869,5.0,3.26.1,4+,Productivity,37,0,7,54.89
104,1005017298,The 7 Second Challenge,40531968,USD,1.99,1838,5.0,1.3.0,4+,Games,38,4,1,38.65
105,1153515245,Stickman Basketball 2017,203829248,USD,0.0,1835,5.0,1.1.2,4+,Games,38,5,1,194.39
106,906936224,快看漫画,63058944,USD,0.0,1647,5.0,4.1.1,17+,Book,38,4,2,60.14
107,1128839212,Forest Rescue 2: Friends United Match 3 Puzzle,88672256,USD,0.0,1505,5.0,1.75,4+,Games,40,5,1,84.56
108,1120936238,Cafe Story - Play Cooking & Farming Game,116981760,USD,0.0,1498,5.0,1.1.55,4+,Games,38,5,2,111.56
109,1060266198,BuzzFeed Video,45025280,USD,0.0,1492,5.0,1.1.4,12+,Entertainment,37,0,1,42.94
110,1062945251,Five Minute Journal,21196800,USD,4.99,1492,5.0,1.4.1,4+,Lifestyle,37,0,1,20.21
111,1088300283,Vintage Slots Las Vegas - Old Slot Machine Games!,69826560,USD,0.0,1474,5.0,1.8.2,12+,Games,38,5,31,66.59
112,1181904201,4x4 Dirt Track Trials Forest Driving Parking Sim,278811648,USD,0.0,1441,5.0,1.0.1,4+,Games,37,5,1,265.9
113,893141226,Pumped BMX 2,98525184,USD,2.99,1440,5.0,1.0,4+,Games,38,5,1,93.96
114,1178082935,Stickman Base Jumper 2,323822592,USD,0.0,1362,5.0,1.0.1,4+,Games,38,5,1,308.82
115,1058287503,酷我音乐HD-无损在线播放,40784896,USD,0.0,1340,5.0,4.0.6,4+,Entertainment,24,5,1,38.9
116,1107355213,Bullet Hell Monday,90488832,USD,0.0,1296,5.0,2.0.1,9+,Games,37,5,2,86.3
117,701112447,Mindfulness Daily,101669888,USD,1.99,1245,5.0,1.072,4+,Health & Fitness,38,5,1,96.96
118,849095637,Thomas Was Alone,228364288,USD,4.99,1226,5.0,2.0,9+,Games,38,5,1,217.79
119,998560520,Blink Health,38117376,USD,0.0,1198,5.0,1.7.15,17+,Medical,37,0,9,36.35
120,1116296327,Slots: Get Rich Slot Machines Casino Slot Games,170819584,USD,0.0,1168,5.0,1.117,12+,Games,40,5,10,162.91
121,504170504,Louvre HD,125812736,USD,1.99,1129,5.0,4.4,4+,Lifestyle,40,4,12,119.98
122,916540089,Sunny ~ Calm wave & ocean sounds to Sleep Relax Meditate on the beach with rain and sea birds,86542336,USD,1.99,1079,5.0,3.0.1,9+,Health & Fitness,38,5,2,82.53
123,1075818491,Bike Traffic Rider an Extreme Real Endless Road Racer Racing Game,229864448,USD,0.0,1052,5.0,1.1,4+,Games,38,5,1,219.22
124,935216956,"Papers, Please",51179520,USD,7.99,970,5.0,1.0.12,17+,Games,24,5,8,48.81
125,724295527,Pitu,102120448,USD,0.0,968,5.0,4.9.2,4+,Photo & Video,38,0,5,97.39
126,1000708019,Butt Sworkit - Free Workout Trainer to tone & lift,58649600,USD,0.0,960,5.0,1.3.1,4+,Health & Fitness,37,5,12,55.93
127,956794130,"""HOOK""",76611584,USD,0.99,959,5.0,1.04,4+,Games,40,5,1,73.06
128,649983655,Sniper Shooter Pro by Fun Games For Free,110870528,USD,0.99,945,5.0,4.9,17+,Games,40,5,1,105.73
129,904013027,Galaxy Trucker,187704320,USD,4.99,901,5.0,2.2.13,9+,Games,24,5,1,179.01
130,335545504,King of Dragon Pass,364490752,USD,9.99,882,5.0,2.3.2,12+,Games,43,5,1,347.61
131,1085908608,Able Black,312574976,USD,1.99,876,5.0,3.0,12+,Games,40,5,1,298.09
132,1147863312,Clashy Colors,20506624,USD,0.0,854,5.0,1.1,4+,Games,38,4,1,19.56
133,1013854622,KSI Unleashed,456900608,USD,0.0,854,5.0,1.3.2,17+,Games,37,5,1,435.73
134,882059071,SLOTS: TRUMP vs. HILLARY CLINTON Free Slot Games,168546304,USD,0.0,834,5.0,1.130,12+,Games,43,5,10,160.74
135,1035355817,VPN Proxy Master Pro,22918144,USD,5.99,771,5.0,1.7.0,4+,Productivity,37,3,9,21.86
136,952929696,Furdemption - A Quest For Wings,38349824,USD,2.99,703,5.0,1.3.5,12+,Games,38,4,11,36.57
137,1019230398,Moodnotes - Thought Journal / Mood Diary,54482944,USD,3.99,625,5.0,2.2.1,12+,Health & Fitness,37,0,1,51.96
138,494776019,中华万年历-2亿用户首选的日历软件,59154432,USD,0.0,598,5.0,6.8.9,12+,Utilities,40,0,3,56.41
139,1135638235,SplitMoji,86930432,USD,0.99,537,5.0,1.2,12+,Utilities,37,0,1,82.9
140,975683986,Door Kickers,1017208832,USD,4.99,515,5.0,1.0.5,12+,Games,24,5,1,970.09
141,1123652342,Jurassic GO - Dinosaur Snap Adventures,331335680,USD,3.99,477,5.0,1.0.1,4+,Games,38,5,11,315.99
142,981035758,Neon Chrome,206268416,USD,9.99,439,5.0,1.0.11,12+,Games,37,5,1,196.71
143,1020473684,VERSUS: The Lost Ones,41671680,USD,3.99,423,5.0,1.0.5,12+,Games,38,5,1,39.74
144,966038711,Blackthorn Castle,113778688,USD,2.99,399,5.0,1.2,4+,Games,40,5,1,108.51
145,1090877424,Lewandowski: Football Star,337468416,USD,0.0,385,5.0,1.2.1,4+,Games,38,5,1,321.83
146,627880433,Sorcery! 2,270895104,USD,4.99,308,5.0,1.3.2,12+,Games,38,5,1,258.35
147,976690555,Patterning : Drum Machine,134340608,USD,9.99,306,5.0,1.2.3,4+,Music,24,5,8,128.12
148,1022268606,Beat da Beat,262926336,USD,0.99,301,5.0,1.3,9+,Games,40,4,1,250.75
149,671123035,Burger Shop,25294848,USD,0.99,299,5.0,1.2,4+,Games,40,0,12,24.12
150,1041465860,Model 15,205972480,USD,29.99,298,5.0,1.1.1,4+,Music,25,5,1,196.43
151,529646208,Frax HD - The First Realtime Immersive Fractals,94023680,USD,1.99,298,5.0,1.4.2,4+,Entertainment,24,5,8,89.67
152,1136678843,Dungeon Warfare,202242048,USD,3.99,264,5.0,1.01,12+,Games,37,5,1,192.87
153,1069508452,League of Light: Silent Mountain - A Hidden Object Mystery (Full),1188780032,USD,6.99,256,5.0,1.0.0,9+,Games,38,5,4,1133.71
154,1035217840,[the Sequence],132829184,USD,0.99,254,5.0,1.4,4+,Games,43,5,1,126.68
155,956373528,The Lost Heir: The Fall of Daria,47482880,USD,2.99,253,5.0,1.1.0,12+,Games,38,5,1,45.28
156,1014277964,SelfieCity,71816192,USD,0.0,252,5.0,2.9.1,4+,Photo & Video,37,0,5,68.49
157,888701288,Instaflash Pro,17196032,USD,4.99,249,5.0,4.0.1,4+,Photo & Video,37,5,2,16.4
158,940595599,Galactic Nemesis,52578304,USD,0.99,247,5.0,1.03,4+,Games,38,4,1,50.14
159,1059911569,Rusty Lake Hotel,45322240,USD,1.99,235,5.0,1.1.3,12+,Games,43,5,1,43.22
160,1069236120,Green the Planet 2,33005568,USD,0.0,233,5.0,1.6.0,4+,Games,25,5,10,31.48
161,1001473964,Picolo drinking game,35566592,USD,0.0,227,5.0,1.18.0,17+,Entertainment,37,5,6,33.92
162,1171552390,MacMoji ™  by Conor McGregor,69789696,USD,1.99,223,5.0,1.2.1,9+,Entertainment,37,0,1,66.56
163,1131701133,Never Hillary Clinton,58260480,USD,0.99,207,5.0,1.2,9+,Games,40,4,1,55.56
164,1011476555,Green Eggs and Ham - Read & Learn - Dr. Seuss,46465024,USD,3.99,207,5.0,4.0.6,4+,Book,37,5,1,44.31
165,935528099,MUSYNX,1274243072,USD,0.99,197,5.0,1.7.5,4+,Games,40,5,4,1215.21
166,1069287597,鬼畜-一亿人都在用的聊天必备神器!,55690240,USD,0.0,193,5.0,5.3.8,9+,Entertainment,38,5,3,53.11
167,525176875,Sun Surveyor - Sun & Moon Visualization Tool,26597376,USD,9.99,183,5.0,2.4.2,4+,Photo & Video,35,4,21,25.37
168,1085978097,Pythonista 3,506323968,USD,9.99,180,5.0,3.1,4+,Productivity,37,5,1,482.87
169,1023683909,Alliance Wars: World Domination,493512704,USD,0.0,176,5.0,v1.865,12+,Games,38,1,1,470.65
170,1060178390,Adventure To Fate : Quest To The Future JRPG,72667136,USD,3.99,175,5.0,1.3,9+,Games,38,5,1,69.3
171,1070689426,武林群侠传—经典单机武侠RPG,129368064,USD,0.99,166,5.0,1.36,9+,Games,40,5,1,123.38
172,1033049991,The Lost Treasure,129610752,USD,2.99,155,5.0,1.2,4+,Games,40,5,1,123.61
173,1052556488,Dungeons of Chaos UNITY EDITION,125733888,USD,3.99,148,5.0,1.9.682,9+,Games,40,5,1,119.91
174,804069802,Shin Megami Tensei (ENG),27975680,USD,7.99,147,5.0,1.0.0,12+,Games,43,0,1,26.68
175,644077827,Galileo Organ,41422848,USD,9.99,135,5.0,3.0,4+,Music,24,5,1,39.5
176,651323845,机票、火车票、汽车票预定助手 for 铁路12306,21944320,USD,0.0,128,5.0,7.3.5,4+,Travel,38,5,2,20.93
177,1097725920,Tomb Journey (Ancient ruins fantasy adventure),77178880,USD,0.99,126,5.0,1.1.1,9+,Games,40,5,1,73.6
178,975985952,Return to Grisly Manor,176520192,USD,0.99,116,5.0,1.0.3,4+,Games,40,5,12,168.34
179,928579927,"GameDay Pro Football Radio - Live Games, Scores, Highlights, News, Stats, and Schedules",18788352,USD,1.99,113,5.0,3.0,4+,Sports,38,0,1,17.92
180,1071633581,The Lost Heir 2: Forging a Kingdom,63964160,USD,2.99,111,5.0,1.0.3,12+,Games,38,5,1,61.0
181,1055359142,SkySafari 5 Plus,656701440,USD,14.99,108,5.0,5.3.3,4+,Reference,37,5,1,626.28
182,1125469780,Rogue Ninja,181551104,USD,0.0,99,5.0,1.7,12+,Games,40,5,1,173.14
183,1038007349,Giant Turnip Game: A Voyage Of Vegetable Extraction!,83069952,USD,0.0,89,5.0,1.1,4+,Games,38,0,3,79.22
184,1094174239,更加令人感动的养成游戏「昭和杂货店物语２」,227135488,USD,0.0,87,5.0,1.1.1,4+,Games,38,5,1,216.61
185,1099176816,Heuristic Shakespeare - The Tempest,233176064,USD,5.99,85,5.0,1.0.6,4+,Education,24,5,1,222.37
186,1124265106,金庸群侠传—全自由单机武侠RPG,248950784,USD,0.0,85,5.0,2.01,9+,Games,37,4,1,237.42
187,1062642163,A Short Tale,450622464,USD,3.99,83,5.0,1.0.2,4+,Games,40,5,1,429.75
188,1073142282,Guns of Infinity,58309632,USD,4.99,80,5.0,1.0.0,12+,Games,38,5,1,55.61
189,1055636344,AUM - Audio Mixer,6290432,USD,18.99,79,5.0,1.2,4+,Music,37,5,1,6.0
190,657395017,Forbidden Desert,190652416,USD,6.99,78,5.0,1.2,9+,Games,24,5,1,181.82
191,586157728,火车票Pro for 12306,22281216,USD,0.99,76,5.0,7.3.3,4+,Travel,38,4,2,21.25
192,1115633942,Quell Zen+,98282496,USD,2.99,73,5.0,1.01,4+,Games,37,5,1,93.73
193,1066111223,Escape Game: Fountain,43569152,USD,0.0,69,5.0,1.0,4+,Games,40,5,2,41.55
194,993071546,小咖秀-全民视频才艺直播社区,101220352,USD,0.0,66,5.0,1.7.4,12+,Entertainment,37,5,3,96.53
195,1154856196,Wappoi Room Escape,132481024,USD,0.0,64,5.0,1.0.4,4+,Games,40,5,1,126.34
196,1108482394,The interactive Legend of Sleepy Hollow: iIrving,307137536,USD,2.99,64,5.0,1.0.2,9+,Book,37,5,3,292.91
197,1173650428,Nope Quiz,183178240,USD,0.0,61,5.0,1.2.1,12+,Games,37,5,1,174.69
198,1021672050,Circa Infinity,138744832,USD,1.99,56,5.0,2.0.0,9+,Games,43,5,1,132.32
199,1105385887,Escape Game: Forgotten,49243136,USD,0.0,55,5.0,1.1,4+,Games,40,5,2,46.96
200,1050535507,Lanota,630801408,USD,1.99,55,5.0,1.4.1,4+,Games,37,5,1,601.58
201,1053946396,"Boston GameDay Radio for Live New England Sports, News, and Music – Patriots and Celtics Edition",19808256,USD,1.99,54,5.0,1.0,4+,Sports,38,0,1,18.89
202,1088172195,Escape Game: Relief,42011648,USD,0.0,49,5.0,1.2,4+,Games,40,5,2,40.07
203,1112162323,Highlights Monster Day,37062656,USD,0.0,49,5.0,1.0.7,4+,Education,37,5,10,35.35
204,1072408580,Blackwell 5: Epiphany,1866697728,USD,3.99,46,5.0,1.0,12+,Games,40,5,1,1780.22
205,1052623015,诸神战纪IV:战神崛起,92015616,USD,0.99,42,5.0,2.0.3,12+,Games,40,4,2,87.75
206,1161231636,Escape Game: Signs,45420544,USD,0.0,41,5.0,1.0,4+,Games,40,5,2,43.32
207,1064165938,Romulus Euro,18122752,USD,2.99,41,5.0,2.0,4+,Education,37,0,1,17.28
208,1183234072,CTFxCmoji,26077184,USD,0.0,39,5.0,1.3,9+,Social Networking,37,1,1,24.87
209,1126531257,Me by Tinybop,192496640,USD,2.99,36,5.0,1.0.2,4+,Education,38,5,58,183.58
210,1033229197,Ys Chronicles II,466280448,USD,4.99,34,5.0,1.0.1,9+,Games,40,5,1,444.68
211,435693872,Kurumaki Calendar -month scroll calendar-,7558144,USD,1.99,34,5.0,2.6,4+,Productivity,37,0,31,7.21
212,1051755724,Steelers Live GameDay Nation Radio - Pittsburgh Football & Sports App Edition,18636800,USD,1.99,32,5.0,1.1,4+,Sports,38,0,1,17.77
213,974092051,Blackwell 4: Deception,646467584,USD,3.99,31,5.0,1.0,12+,Games,40,5,1,616.52
214,1050331109,Seattle GameDay Sports Radio – Seahawks and Mariners Edition,20144128,USD,1.99,31,5.0,1.2,4+,Sports,38,0,1,19.21
215,1112500249,单机群侠传-金庸群侠传口袋版,153306112,USD,0.0,30,5.0,3.2.1,9+,Games,38,5,1,146.2
216,1136075542,Escape Game: Traps,107992064,USD,0.0,29,5.0,1.0,9+,Games,38,5,2,102.99
217,1030762703,Speedafari – Speed Up Safari on Slow Connections,14659584,USD,1.99,28,5.0,2.0,4+,Utilities,25,5,1,13.98
218,1185365336,Laurie Hernandez the Human Emoji,94008320,USD,0.0,26,5.0,1.0.5,9+,Utilities,37,4,1,89.65
219,807416704,X-Tactics,94363648,USD,3.99,25,5.0,2.4.0,12+,Games,38,5,6,89.99
220,1139338323,She Works HIS Way,38077440,USD,2.99,24,5.0,1.0.4,4+,Lifestyle,37,5,1,36.31
221,1171332633,NashMoji ™ by Nash Grier,61317120,USD,0.99,24,5.0,1.0.1,9+,Entertainment,37,0,1,58.48
222,1148362520,Hide it Hillary!,23513088,USD,0.99,23,5.0,1.5.0,9+,Games,40,0,1,22.42
